,model,file_path,qa_index,command,stdout,stderr
152,chatglm-6b,..\envs\python\qa_item\chatglm-6b\20_0.py,20_0.py,D:\sdk\python\venvs\realisticeval\Scripts\python.exe ..\envs\python\qa_item\chatglm-6b\20_0.py,,"EEEEE
======================================================================
ERROR: test_basic_case (__main__.TestTransformParentheses)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\20_0.py"", line 23, in test_basic_case
    self.assertEqual(remove_inner_asterisks(text), expected)
  File ""..\envs\python\qa_item\chatglm-6b\20_0.py"", line 5, in remove_inner_asterisks
    patterns = re.compile(r'(*\w+)')  # create a regular expression pattern to match '(*...*)'
  File ""D:\sdk\python\py38\lib\re.py"", line 250, in compile
    return _compile(pattern, flags)
  File ""D:\sdk\python\py38\lib\re.py"", line 302, in _compile
    p = sre_compile.compile(pattern, flags)
  File ""D:\sdk\python\py38\lib\sre_compile.py"", line 764, in compile
    p = sre_parse.parse(p, flags)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 948, in parse
    p = _parse_sub(source, state, flags & SRE_FLAG_VERBOSE, 0)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 443, in _parse_sub
    itemsappend(_parse(source, state, verbose, nested + 1,
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 834, in _parse
    p = _parse_sub(source, state, sub_verbose, nested + 1)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 443, in _parse_sub
    itemsappend(_parse(source, state, verbose, nested + 1,
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 668, in _parse
    raise source.error(""nothing to repeat"",
re.error: nothing to repeat at position 1

======================================================================
ERROR: test_multiple_asterisks (__main__.TestTransformParentheses)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\20_0.py"", line 28, in test_multiple_asterisks
    self.assertEqual(remove_inner_asterisks(text), expected)
  File ""..\envs\python\qa_item\chatglm-6b\20_0.py"", line 5, in remove_inner_asterisks
    patterns = re.compile(r'(*\w+)')  # create a regular expression pattern to match '(*...*)'
  File ""D:\sdk\python\py38\lib\re.py"", line 250, in compile
    return _compile(pattern, flags)
  File ""D:\sdk\python\py38\lib\re.py"", line 302, in _compile
    p = sre_compile.compile(pattern, flags)
  File ""D:\sdk\python\py38\lib\sre_compile.py"", line 764, in compile
    p = sre_parse.parse(p, flags)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 948, in parse
    p = _parse_sub(source, state, flags & SRE_FLAG_VERBOSE, 0)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 443, in _parse_sub
    itemsappend(_parse(source, state, verbose, nested + 1,
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 834, in _parse
    p = _parse_sub(source, state, sub_verbose, nested + 1)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 443, in _parse_sub
    itemsappend(_parse(source, state, verbose, nested + 1,
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 668, in _parse
    raise source.error(""nothing to repeat"",
re.error: nothing to repeat at position 1

======================================================================
ERROR: test_multiple_patterns (__main__.TestTransformParentheses)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\20_0.py"", line 38, in test_multiple_patterns
    self.assertEqual(remove_inner_asterisks(text), expected)
  File ""..\envs\python\qa_item\chatglm-6b\20_0.py"", line 5, in remove_inner_asterisks
    patterns = re.compile(r'(*\w+)')  # create a regular expression pattern to match '(*...*)'
  File ""D:\sdk\python\py38\lib\re.py"", line 250, in compile
    return _compile(pattern, flags)
  File ""D:\sdk\python\py38\lib\re.py"", line 302, in _compile
    p = sre_compile.compile(pattern, flags)
  File ""D:\sdk\python\py38\lib\sre_compile.py"", line 764, in compile
    p = sre_parse.parse(p, flags)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 948, in parse
    p = _parse_sub(source, state, flags & SRE_FLAG_VERBOSE, 0)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 443, in _parse_sub
    itemsappend(_parse(source, state, verbose, nested + 1,
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 834, in _parse
    p = _parse_sub(source, state, sub_verbose, nested + 1)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 443, in _parse_sub
    itemsappend(_parse(source, state, verbose, nested + 1,
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 668, in _parse
    raise source.error(""nothing to repeat"",
re.error: nothing to repeat at position 1

======================================================================
ERROR: test_no_asterisks_inside (__main__.TestTransformParentheses)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\20_0.py"", line 33, in test_no_asterisks_inside
    self.assertEqual(remove_inner_asterisks(text), expected)
  File ""..\envs\python\qa_item\chatglm-6b\20_0.py"", line 5, in remove_inner_asterisks
    patterns = re.compile(r'(*\w+)')  # create a regular expression pattern to match '(*...*)'
  File ""D:\sdk\python\py38\lib\re.py"", line 250, in compile
    return _compile(pattern, flags)
  File ""D:\sdk\python\py38\lib\re.py"", line 302, in _compile
    p = sre_compile.compile(pattern, flags)
  File ""D:\sdk\python\py38\lib\sre_compile.py"", line 764, in compile
    p = sre_parse.parse(p, flags)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 948, in parse
    p = _parse_sub(source, state, flags & SRE_FLAG_VERBOSE, 0)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 443, in _parse_sub
    itemsappend(_parse(source, state, verbose, nested + 1,
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 834, in _parse
    p = _parse_sub(source, state, sub_verbose, nested + 1)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 443, in _parse_sub
    itemsappend(_parse(source, state, verbose, nested + 1,
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 668, in _parse
    raise source.error(""nothing to repeat"",
re.error: nothing to repeat at position 1

======================================================================
ERROR: test_no_matching_pattern (__main__.TestTransformParentheses)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\20_0.py"", line 43, in test_no_matching_pattern
    self.assertEqual(remove_inner_asterisks(text), expected)
  File ""..\envs\python\qa_item\chatglm-6b\20_0.py"", line 5, in remove_inner_asterisks
    patterns = re.compile(r'(*\w+)')  # create a regular expression pattern to match '(*...*)'
  File ""D:\sdk\python\py38\lib\re.py"", line 250, in compile
    return _compile(pattern, flags)
  File ""D:\sdk\python\py38\lib\re.py"", line 302, in _compile
    p = sre_compile.compile(pattern, flags)
  File ""D:\sdk\python\py38\lib\sre_compile.py"", line 764, in compile
    p = sre_parse.parse(p, flags)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 948, in parse
    p = _parse_sub(source, state, flags & SRE_FLAG_VERBOSE, 0)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 443, in _parse_sub
    itemsappend(_parse(source, state, verbose, nested + 1,
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 834, in _parse
    p = _parse_sub(source, state, sub_verbose, nested + 1)
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 443, in _parse_sub
    itemsappend(_parse(source, state, verbose, nested + 1,
  File ""D:\sdk\python\py38\lib\sre_parse.py"", line 668, in _parse
    raise source.error(""nothing to repeat"",
re.error: nothing to repeat at position 1

----------------------------------------------------------------------
Ran 5 tests in 0.004s

FAILED (errors=5)
"
153,chatglm-6b,..\envs\python\qa_item\chatglm-6b\290_0.py,290_0.py,D:\sdk\python\venvs\realisticeval\Scripts\python.exe ..\envs\python\qa_item\chatglm-6b\290_0.py,,"EEEEE
======================================================================
ERROR: test_basic_conversion (__main__.TestRDFJSONLDToNGSILDConversion)
Test a basic and correct conversion from JSON-LD to NGSI-LD.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\290_0.py"", line 35, in test_basic_conversion
    result = rdf_jsonld_to_ngsild(rdf_jsonld)
  File ""..\envs\python\qa_item\chatglm-6b\290_0.py"", line 6, in rdf_jsonld_to_ngsild
    rdf_dict = dict(RDF.parse_qdf(rdf_jsonld))
NameError: name 'RDF' is not defined

======================================================================
ERROR: test_empty_jsonld (__main__.TestRDFJSONLDToNGSILDConversion)
Test the conversion of an empty JSON-LD document.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\290_0.py"", line 89, in test_empty_jsonld
    result = rdf_jsonld_to_ngsild(rdf_jsonld)
  File ""..\envs\python\qa_item\chatglm-6b\290_0.py"", line 6, in rdf_jsonld_to_ngsild
    rdf_dict = dict(RDF.parse_qdf(rdf_jsonld))
NameError: name 'RDF' is not defined

======================================================================
ERROR: test_invalid_json_input (__main__.TestRDFJSONLDToNGSILDConversion)
Test the function's response to invalid JSON input.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\290_0.py"", line 78, in test_invalid_json_input
    rdf_jsonld_to_ngsild(rdf_jsonld)
  File ""..\envs\python\qa_item\chatglm-6b\290_0.py"", line 6, in rdf_jsonld_to_ngsild
    rdf_dict = dict(RDF.parse_qdf(rdf_jsonld))
NameError: name 'RDF' is not defined

======================================================================
ERROR: test_missing_id_and_type (__main__.TestRDFJSONLDToNGSILDConversion)
Test conversion when @id and @type are missing.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\290_0.py"", line 52, in test_missing_id_and_type
    result = rdf_jsonld_to_ngsild(rdf_jsonld)
  File ""..\envs\python\qa_item\chatglm-6b\290_0.py"", line 6, in rdf_jsonld_to_ngsild
    rdf_dict = dict(RDF.parse_qdf(rdf_jsonld))
NameError: name 'RDF' is not defined

======================================================================
ERROR: test_with_nested_objects (__main__.TestRDFJSONLDToNGSILDConversion)
Test conversion with nested objects.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\290_0.py"", line 71, in test_with_nested_objects
    result = rdf_jsonld_to_ngsild(rdf_jsonld)
  File ""..\envs\python\qa_item\chatglm-6b\290_0.py"", line 6, in rdf_jsonld_to_ngsild
    rdf_dict = dict(RDF.parse_qdf(rdf_jsonld))
NameError: name 'RDF' is not defined

----------------------------------------------------------------------
Ran 5 tests in 0.001s

FAILED (errors=5)
"
154,chatglm-6b,..\envs\python\qa_item\chatglm-6b\255_0.py,255_0.py,D:\sdk\python\venvs\realisticeval\Scripts\python.exe ..\envs\python\qa_item\chatglm-6b\255_0.py,,"EEEEE
======================================================================
ERROR: test_all_black_image (__main__.TestConvertImageToBits)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\255_0.py"", line 92, in test_all_black_image
    result = convert_image_to_bits(img_bytes)
  File ""..\envs\python\qa_item\chatglm-6b\255_0.py"", line 16, in convert_image_to_bits
    image = image_path.split('/')[-1]
AttributeError: '_io.BytesIO' object has no attribute 'split'

======================================================================
ERROR: test_all_white_image (__main__.TestConvertImageToBits)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\255_0.py"", line 83, in test_all_white_image
    result = convert_image_to_bits(img_bytes)
  File ""..\envs\python\qa_item\chatglm-6b\255_0.py"", line 16, in convert_image_to_bits
    image = image_path.split('/')[-1]
AttributeError: '_io.BytesIO' object has no attribute 'split'

======================================================================
ERROR: test_checkerboard_image (__main__.TestConvertImageToBits)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\255_0.py"", line 109, in test_checkerboard_image
    result = convert_image_to_bits(img_bytes)
  File ""..\envs\python\qa_item\chatglm-6b\255_0.py"", line 16, in convert_image_to_bits
    image = image_path.split('/')[-1]
AttributeError: '_io.BytesIO' object has no attribute 'split'

======================================================================
ERROR: test_horizontal_stripes_image (__main__.TestConvertImageToBits)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\255_0.py"", line 126, in test_horizontal_stripes_image
    result = convert_image_to_bits(img_bytes)
  File ""..\envs\python\qa_item\chatglm-6b\255_0.py"", line 16, in convert_image_to_bits
    image = image_path.split('/')[-1]
AttributeError: '_io.BytesIO' object has no attribute 'split'

======================================================================
ERROR: test_vertical_stripes_image (__main__.TestConvertImageToBits)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\255_0.py"", line 143, in test_vertical_stripes_image
    result = convert_image_to_bits(img_bytes)
  File ""..\envs\python\qa_item\chatglm-6b\255_0.py"", line 16, in convert_image_to_bits
    image = image_path.split('/')[-1]
AttributeError: '_io.BytesIO' object has no attribute 'split'

----------------------------------------------------------------------
Ran 5 tests in 0.025s

FAILED (errors=5)
"
155,chatglm-6b,..\envs\python\qa_item\chatglm-6b\253_0.py,253_0.py,D:\sdk\python\venvs\realisticeval\Scripts\python.exe ..\envs\python\qa_item\chatglm-6b\253_0.py,,"EEEE
======================================================================
ERROR: test_log_dictionary (__main__.TestLogFunction)
Test logging a dictionary as JSON
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""D:\sdk\python\py38\lib\unittest\mock.py"", line 1342, in patched
    return func(*newargs, **newkeywargs)
  File ""..\envs\python\qa_item\chatglm-6b\253_0.py"", line 45, in test_log_dictionary
    log({""key"": ""value"", ""number"": 42})
  File ""..\envs\python\qa_item\chatglm-6b\253_0.py"", line 4, in log
    raise ValueError(""Item must be a string"")
ValueError: Item must be a string

======================================================================
ERROR: test_log_list (__main__.TestLogFunction)
Test logging a list as JSON
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""D:\sdk\python\py38\lib\unittest\mock.py"", line 1342, in patched
    return func(*newargs, **newkeywargs)
  File ""..\envs\python\qa_item\chatglm-6b\253_0.py"", line 52, in test_log_list
    log([1, 2, 3, 4, 5])
  File ""..\envs\python\qa_item\chatglm-6b\253_0.py"", line 4, in log
    raise ValueError(""Item must be a string"")
ValueError: Item must be a string

======================================================================
ERROR: test_log_number (__main__.TestLogFunction)
Test logging a number
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""D:\sdk\python\py38\lib\unittest\mock.py"", line 1342, in patched
    return func(*newargs, **newkeywargs)
  File ""..\envs\python\qa_item\chatglm-6b\253_0.py"", line 39, in test_log_number
    log(123.456)
  File ""..\envs\python\qa_item\chatglm-6b\253_0.py"", line 4, in log
    raise ValueError(""Item must be a string"")
ValueError: Item must be a string

======================================================================
ERROR: test_log_string (__main__.TestLogFunction)
Test logging a simple string
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""D:\sdk\python\py38\lib\unittest\mock.py"", line 1342, in patched
    return func(*newargs, **newkeywargs)
  File ""..\envs\python\qa_item\chatglm-6b\253_0.py"", line 33, in test_log_string
    log(""Hello, world!"")
  File ""..\envs\python\qa_item\chatglm-6b\253_0.py"", line 6, in log
    raise ValueError(""Item must be an integer"")
ValueError: Item must be an integer

----------------------------------------------------------------------
Ran 4 tests in 0.006s

FAILED (errors=4)
"
156,chatglm-6b,..\envs\python\qa_item\chatglm-6b\252_0.py,252_0.py,D:\sdk\python\venvs\realisticeval\Scripts\python.exe ..\envs\python\qa_item\chatglm-6b\252_0.py,,"EEEEE
======================================================================
ERROR: test_basic_encoding (__main__.TestBitSequenceEncoder)
Test encoding with simple dictionary containing 'bits'.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\252_0.py"", line 27, in test_basic_encoding
    result = json.dumps(data, cls=BitSequenceEncoder)
  File ""D:\sdk\python\py38\lib\json\__init__.py"", line 234, in dumps
    return cls(
  File ""..\envs\python\qa_item\chatglm-6b\252_0.py"", line 14, in encode
    binary_value = int(obj.get('bits'), 2)
TypeError: int() can't convert non-string with explicit base

======================================================================
ERROR: test_complex_structure_with_bits (__main__.TestBitSequenceEncoder)
Test encoding a complex dictionary structure containing multiple 'bits' keys.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\252_0.py"", line 55, in test_complex_structure_with_bits
    result = json.dumps(data, cls=BitSequenceEncoder)
  File ""D:\sdk\python\py38\lib\json\__init__.py"", line 234, in dumps
    return cls(
  File ""..\envs\python\qa_item\chatglm-6b\252_0.py"", line 18, in encode
    return json.JSONEncoder.encode(obj, safe=False)
TypeError: encode() got an unexpected keyword argument 'safe'

======================================================================
ERROR: test_nested_encoding (__main__.TestBitSequenceEncoder)
Test encoding with nested dictionary containing 'bits'.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\252_0.py"", line 33, in test_nested_encoding
    result = json.dumps(data, cls=BitSequenceEncoder)
  File ""D:\sdk\python\py38\lib\json\__init__.py"", line 234, in dumps
    return cls(
  File ""..\envs\python\qa_item\chatglm-6b\252_0.py"", line 14, in encode
    binary_value = int(obj.get('bits'), 2)
TypeError: int() can't convert non-string with explicit base

======================================================================
ERROR: test_no_bits_conversion_needed (__main__.TestBitSequenceEncoder)
Test encoding with dictionary where 'bits' key needs no conversion.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\252_0.py"", line 45, in test_no_bits_conversion_needed
    result = json.dumps(data, cls=BitSequenceEncoder)
  File ""D:\sdk\python\py38\lib\json\__init__.py"", line 234, in dumps
    return cls(
  File ""..\envs\python\qa_item\chatglm-6b\252_0.py"", line 14, in encode
    binary_value = int(obj.get('bits'), 2)
ValueError: invalid literal for int() with base 2: 'Already binary'

======================================================================
ERROR: test_non_bits_key (__main__.TestBitSequenceEncoder)
Test encoding with dictionary not containing 'bits' key.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\252_0.py"", line 39, in test_non_bits_key
    result = json.dumps(data, cls=BitSequenceEncoder)
  File ""D:\sdk\python\py38\lib\json\__init__.py"", line 234, in dumps
    return cls(
  File ""..\envs\python\qa_item\chatglm-6b\252_0.py"", line 18, in encode
    return json.JSONEncoder.encode(obj, safe=False)
TypeError: encode() got an unexpected keyword argument 'safe'

----------------------------------------------------------------------
Ran 5 tests in 0.002s

FAILED (errors=5)
"
157,chatglm-6b,..\envs\python\qa_item\chatglm-6b\250_0.py,250_0.py,D:\sdk\python\venvs\realisticeval\Scripts\python.exe ..\envs\python\qa_item\chatglm-6b\250_0.py,,"EEEEE
======================================================================
ERROR: test_dictionary_with_duplicates (__main__.TestInvertDictionary)
Test inversion of a dictionary with duplicate values.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\250_0.py"", line 41, in test_dictionary_with_duplicates
    result = invert_dictionary(original_dict)
  File ""..\envs\python\qa_item\chatglm-6b\250_0.py"", line 18, in invert_dictionary
    new_dict = Dict()
  File ""D:\sdk\python\py38\lib\typing.py"", line 724, in __call__
    raise TypeError(f""Type {self._name} cannot be instantiated; ""
TypeError: Type Dict cannot be instantiated; use dict() instead

======================================================================
ERROR: test_empty_dictionary (__main__.TestInvertDictionary)
Test inversion of an empty dictionary.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\250_0.py"", line 48, in test_empty_dictionary
    result = invert_dictionary(original_dict)
  File ""..\envs\python\qa_item\chatglm-6b\250_0.py"", line 18, in invert_dictionary
    new_dict = Dict()
  File ""D:\sdk\python\py38\lib\typing.py"", line 724, in __call__
    raise TypeError(f""Type {self._name} cannot be instantiated; ""
TypeError: Type Dict cannot be instantiated; use dict() instead

======================================================================
ERROR: test_mixed_types (__main__.TestInvertDictionary)
Test inversion of a dictionary with mixed key and value types.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\250_0.py"", line 62, in test_mixed_types
    result = invert_dictionary(original_dict)
  File ""..\envs\python\qa_item\chatglm-6b\250_0.py"", line 18, in invert_dictionary
    new_dict = Dict()
  File ""D:\sdk\python\py38\lib\typing.py"", line 724, in __call__
    raise TypeError(f""Type {self._name} cannot be instantiated; ""
TypeError: Type Dict cannot be instantiated; use dict() instead

======================================================================
ERROR: test_non_string_keys (__main__.TestInvertDictionary)
Test inversion of a dictionary with non-string keys.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\250_0.py"", line 55, in test_non_string_keys
    result = invert_dictionary(original_dict)
  File ""..\envs\python\qa_item\chatglm-6b\250_0.py"", line 18, in invert_dictionary
    new_dict = Dict()
  File ""D:\sdk\python\py38\lib\typing.py"", line 724, in __call__
    raise TypeError(f""Type {self._name} cannot be instantiated; ""
TypeError: Type Dict cannot be instantiated; use dict() instead

======================================================================
ERROR: test_normal_dictionary (__main__.TestInvertDictionary)
Test inversion of a dictionary without duplicate values.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\250_0.py"", line 34, in test_normal_dictionary
    result = invert_dictionary(original_dict)
  File ""..\envs\python\qa_item\chatglm-6b\250_0.py"", line 18, in invert_dictionary
    new_dict = Dict()
  File ""D:\sdk\python\py38\lib\typing.py"", line 724, in __call__
    raise TypeError(f""Type {self._name} cannot be instantiated; ""
TypeError: Type Dict cannot be instantiated; use dict() instead

----------------------------------------------------------------------
Ran 5 tests in 0.004s

FAILED (errors=5)
"
158,chatglm-6b,..\envs\python\qa_item\chatglm-6b\24_0.py,24_0.py,D:\sdk\python\venvs\realisticeval\Scripts\python.exe ..\envs\python\qa_item\chatglm-6b\24_0.py,,"EFEEE
======================================================================
ERROR: test_empty_yaml_conversion (__main__.TestConvertYamlToJson)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\24_0.py"", line 84, in test_empty_yaml_conversion
    data = json.load(jf)
  File ""D:\sdk\python\py38\lib\json\__init__.py"", line 293, in load
    return loads(fp.read(),
  File ""D:\sdk\python\py38\lib\json\__init__.py"", line 357, in loads
    return _default_decoder.decode(s)
  File ""D:\sdk\python\py38\lib\json\decoder.py"", line 337, in decode
    obj, end = self.raw_decode(s, idx=_w(s, 0).end())
  File ""D:\sdk\python\py38\lib\json\decoder.py"", line 355, in raw_decode
    raise JSONDecodeError(""Expecting value"", s, err.value) from None
json.decoder.JSONDecodeError: Expecting value: line 1 column 1 (char 0)

======================================================================
ERROR: test_list_yaml_conversion (__main__.TestConvertYamlToJson)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\24_0.py"", line 90, in test_list_yaml_conversion
    data = json.load(jf)
  File ""D:\sdk\python\py38\lib\json\__init__.py"", line 293, in load
    return loads(fp.read(),
  File ""D:\sdk\python\py38\lib\json\__init__.py"", line 357, in loads
    return _default_decoder.decode(s)
  File ""D:\sdk\python\py38\lib\json\decoder.py"", line 337, in decode
    obj, end = self.raw_decode(s, idx=_w(s, 0).end())
  File ""D:\sdk\python\py38\lib\json\decoder.py"", line 355, in raw_decode
    raise JSONDecodeError(""Expecting value"", s, err.value) from None
json.decoder.JSONDecodeError: Expecting value: line 1 column 1 (char 0)

======================================================================
ERROR: test_nested_yaml_conversion (__main__.TestConvertYamlToJson)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\24_0.py"", line 68, in test_nested_yaml_conversion
    data = json.load(jf)
  File ""D:\sdk\python\py38\lib\json\__init__.py"", line 293, in load
    return loads(fp.read(),
  File ""D:\sdk\python\py38\lib\json\__init__.py"", line 357, in loads
    return _default_decoder.decode(s)
  File ""D:\sdk\python\py38\lib\json\decoder.py"", line 337, in decode
    obj, end = self.raw_decode(s, idx=_w(s, 0).end())
  File ""D:\sdk\python\py38\lib\json\decoder.py"", line 355, in raw_decode
    raise JSONDecodeError(""Expecting value"", s, err.value) from None
json.decoder.JSONDecodeError: Expecting value: line 1 column 1 (char 0)

======================================================================
ERROR: test_simple_yaml_conversion (__main__.TestConvertYamlToJson)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\24_0.py"", line 62, in test_simple_yaml_conversion
    data = json.load(jf)
  File ""D:\sdk\python\py38\lib\json\__init__.py"", line 293, in load
    return loads(fp.read(),
  File ""D:\sdk\python\py38\lib\json\__init__.py"", line 357, in loads
    return _default_decoder.decode(s)
  File ""D:\sdk\python\py38\lib\json\decoder.py"", line 337, in decode
    obj, end = self.raw_decode(s, idx=_w(s, 0).end())
  File ""D:\sdk\python\py38\lib\json\decoder.py"", line 355, in raw_decode
    raise JSONDecodeError(""Expecting value"", s, err.value) from None
json.decoder.JSONDecodeError: Expecting value: line 1 column 1 (char 0)

======================================================================
FAIL: test_invalid_yaml_conversion (__main__.TestConvertYamlToJson)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\24_0.py"", line 95, in test_invalid_yaml_conversion
    convert_yaml_to_json(self.invalid_yaml, 'output.json')
AssertionError: YAMLError not raised

----------------------------------------------------------------------
Ran 5 tests in 0.027s

FAILED (failures=1, errors=4)
"
159,chatglm-6b,..\envs\python\qa_item\chatglm-6b\249_0.py,249_0.py,D:\sdk\python\venvs\realisticeval\Scripts\python.exe ..\envs\python\qa_item\chatglm-6b\249_0.py,,"Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\249_0.py"", line 16, in <module>
    extracted_text = extract_text_from_pdf('example.pdf')
  File ""..\envs\python\qa_item\chatglm-6b\249_0.py"", line 6, in extract_text_from_pdf
    with open(file_path, 'rb') as pdf_file:
FileNotFoundError: [Errno 2] No such file or directory: 'example.pdf'
"
160,chatglm-6b,..\envs\python\qa_item\chatglm-6b\248_0.py,248_0.py,D:\sdk\python\venvs\realisticeval\Scripts\python.exe ..\envs\python\qa_item\chatglm-6b\248_0.py,,"...
----------------------------------------------------------------------
Ran 3 tests in 0.000s

OK
"
161,chatglm-6b,..\envs\python\qa_item\chatglm-6b\244_0.py,244_0.py,D:\sdk\python\venvs\realisticeval\Scripts\python.exe ..\envs\python\qa_item\chatglm-6b\244_0.py,,"E.
======================================================================
ERROR: test_correct_types (__main__.TestMethodArgTypeCheck)
Test with correct argument types.
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""..\envs\python\qa_item\chatglm-6b\244_0.py"", line 45, in test_correct_types
    method_arg_type_check(MyClass.my_method, MyClass(), 10, ""hello"", optional_arg=3.14)
  File ""..\envs\python\qa_item\chatglm-6b\244_0.py"", line 26, in method_arg_type_check
    type(arg) in exclude for arg in method_arg_type_check_result.args
AttributeError: 'NoneType' object has no attribute 'args'

----------------------------------------------------------------------
Ran 2 tests in 0.001s

FAILED (errors=1)
"
